5,7,11
4,7,10
2,7,5
8,13,15
3,5,24
9,11,4
6,15,4
4,6,15
7,7,11
5,13,9
7,6,34
8,7,29
5,8,22
9,6,24
5,5,45
4,7,6
4,6,28
4,25,7
6,6,36
4,4,20
4,5,50
5,5,30
6,8,6
7,8,4
7,3,25
8,6,16
3,30,4
4,9,7
3,17,7
8,3,41
6,9,20
4,4,27
3,6,32
6,6,4
6,5,18
6,5,8
2,9,10
4,19,15
5,5,30
3,17,8
2,4,6
4,2,51
8,5,9
8,155,1
5,5,26
3,7,30
8,7,13
4,27,4
6,4,5
4,7,27
4,4,16
7,4,35
8,6,18
9,4,25
2,10,23
6,24,5
4,4,7
3,5,25
4,4,29
7,5,12
5,10,13
4,6,11
4,3,28
8,16,6
9,11,19
6,20,8
5,17,26
4,14,11
1,7,14
2,10,22
6,5,37
6,4,21
5,12,7
9,158,1
6,4,19
7,32,12
8,8,25
2,4,11
6,23,7
8,10,16
5,6,31
3,5,33
6,5,5
6,19,14
6,5,9
4,4,28
4,4,17
5,24,9
7,4,36
8,5,10
8,4,19
3,14,19
5,11,9
3,10,32
7,7,26
6,4,6
10,26,6
9,9,5
5,13,4
5,4,14
4,4,29
4,6,52
1,11,27
6,12,10
5,4,27
8,8,17
5,6,27
6,23,7
9,20,6
6,4,38
4,9,21
6,16,4
8,162,1
9,6,26
7,21,2
4,6,30
4,9,8
3,9,8
9,28,8
8,29,5
5,4,32
3,4,34
8,6,7
8,12,16
6,5,20
6,6,9
3,8,31
2,6,23
5,9,31
4,7,12
8,5,17
8,4,20
5,164,1
8,20,5
3,8,26
8,9,14
6,5,10
4,9,5
1,7,15
4,16,22
5,13,10
7,5,37
3,10,9
4,4,53
7,5,27
6,16,12
5,13,46
4,9,8
4,11,16
6,10,6
4,6,18
5,14,23
6,36,10
7,13,5
4,9,12
9,6,6
5,18,23
8,13,42
3,19,38
5,6,15
4,6,30
6,6,11
9,5,27
6,8,6
7,5,3
5,6,28
5,34,3
8,9,26
7,168,1
4,8,29
5,5,33
8,8,11
1,7,28
2,19,28
5,46,5
3,28,30
5,5,32
6,7,39
4,7,22
2,28,18
6,16,7
3,9,33
6,10,15
8,6,17
6,6,21
6,6,10
5,8,28
8,8,18
4,17,8
6,12,22
3,5,10
2,15,7
4,5,54
3,7,35
2,14,24
7,5,28
8,6,15
2,7,24
5,6,11
7,6,38
6,9,5
3,11,20
6,29,35
9,4,28
9,14,20
3,8,32
3,7,27
6,10,8
4,7,6
5,21,12
5,12,10
5,14,8
7,6,6
8,8,6
6,12,7
5,5,29
4,10,9
2,14,12
5,6,24
5,23,10
8,5,12
5,13,10
3,4,34
7,173,1
7,23,2
5,8,47
4,8,9
8,39,4
1,9,16
8,7,43
6,15,8
7,17,13
8,10,21
6,7,7
7,16,13
10,14,7
4,8,13
6,10,11
3,12,9
2,4,25
4,28,40
4,8,31
10,40,2
4,32,2
4,13,31
3,9,39
5,9,16
4,12,13
6,6,23
5,10,24
6,10,11
8,14,2
2,8,29
8,7,18
7,9,4
8,6,16
4,11,17
9,15,7
8,69,5
4,9,30
6,8,40
3,7,11
4,7,55
6,177,1
5,8,29
3,6,28
7,10,2
3,9,31
4,12,19
5,9,33
8,5,13
6,11,12
6,7,36
9,20,2
8,9,19
6,13,13
4,9,9
5,3,17
2,9,8
4,2,56
1,11,29
9,8,29
6,10,16
7,6,2
7,9,29
8,41,2
5,11,6
4,7,10
10,51,7
8,6,44
4,35,3
8,6,22
3,10,36
7,8,7
9,55,9
5,7,48
6,9,9
1,7,17
5,36,2
6,5,24
4,12,23
4,40,38
8,26,2
8,181,1
3,10,33
10,34,2
8,19,6
8,18,18
6,11,6
3,11,21
6,13,8
3,9,35
8,19,8
5,18,2
4,8,14
9,16,7
6,17,7
2,8,26
4,7,14
4,8,41
5,12,12
7,12,39
2,14,19
8,7,19
7,9,14
6,14,11
3,6,29
5,23,5
9,21,9
5,11,11
4,9,32
5,16,34
8,6,14
8,8,3
7,8,5
5,7,30
4,13,7
5,17,4
8,17,27
7,11,14
4,6,57
6,7,13
9,6,30
8,13,7
6,16,22
2,15,25
6,13,8
5,13,30
4,10,32
2,13,13
6,5,25
5,14,9
3,6,37
7,7,3
9,15,21
5,6,49
6,12,12
3,12,10
4,10,18
8,10,6
3,11,40
6,10,2
10,12,3
5,14,11
10,13,8
3,4,30
1,7,18
6,14,9
4,10,20
5,16,11
6,11,41
6,188,1
2,12,30
8,5,20
4,15,10
5,9,7
5,17,13
4,12,31
4,6,15
3,12,12
6,7,7
8,9,23
1,10,30
5,13,25
7,10,30
3,8,34
8,13,17
8,10,3
4,7,15
4,11,10
2,11,9
6,14,12
3,8,36
9,12,3
7,7,15
7,17,3
8,17,5
7,13,3
3,13,32
5,13,34
5,12,18
4,6,58
8,7,15
4,16,3
5,5,50
4,12,11
4,7,8
5,7,5
8,12,45
7,7,15
4,3,16
8,8,4
6,14,37
6,18,8
6,7,23
8,14,20
6,7,26
7,10,40
8,11,19
2,10,20
3,11,22
3,7,38
8,12,2
7,13,8
6,15,14
10,6,9
3,6,31
4,8,33
6,11,8
4,14,4
4,11,42
4,10,33
5,12,3
7,8,4
7,10,6
5,3,51
1,7,19
9,12,8
2,12,27
8,13,7
5,12,13
9,10,31
6,16,17
8,7,21
5,11,31
6,15,10
6,9,13
2,10,14
9,12,10
5,12,35
8,7,24
10,9,4
3,6,37
8,11,8
4,7,16
3,10,11
8,12,28
7,6,4
5,24,25
5,16,3
4,16,24
6,8,8
8,5,5
8,15,9
9,11,22
4,9,11
8,198,1
10,18,8
5,1,4
4,6,17
8,7,16
8,17,3
6,13,14
9,3,32
2,13,26
6,15,12
5,10,8
4,7,12
8,12,7
7,7,16
4,8,59
6,11,2
6,17,9
7,6,9
3,10,35
3,6,32
4,6,34
6,12,10
3,13,41
5,16,12
6,7,27
3,7,39
9,10,4
2,12,31
7,6,7
5,6,52
4,9,9
10,19,3
5,12,14
6,13,42
4,20,39
2,11,10
3,5,38
7,7,5
7,12,31
1,7,20
9,25,8
7,9,41
3,13,13
5,13,26
5,16,10
6,12,13
8,5,6
8,7,22
